geneId	seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	gene_name	gene_type
ENSMUSG00000040118.15	chr5	15934653	15934691	39	*	chr5:15934652-15934691	0	-	Promoter (<=1kb)	5	15934691	16374511	439821	1	ENSMUST00000167946.8	0	Cacna2d1	protein_coding
ENSMUSG00000040118.15	chr5	15934852	15934906	55	*	chr5:15934851-15934906	0	-	Promoter (<=1kb)	5	15934911	16089022	154112	1	ENSMUST00000196750.1	-5	Cacna2d1	protein_coding
ENSMUSG00000106177.1	chr5	16337949	16337975	27	*	chr5:16337948-16337975	0	-	Intron (ENSMUST00000167946.8/ENSMUSG00000040118.15, intron 21 of 38)	5	16343398	16344181	784	2	ENSMUST00000197133.1	6206	Gm43491	processed_pseudogene
ENSMUSG00000099854.1	chr5	16902808	16902830	23	*	chr5:16902807-16902830	0	+	Distal Intergenic	5	16835914	16837658	1745	1	ENSMUST00000186866.1	66894	Gm28710	lincRNA
ENSMUSG00000028780.13	chr5	17568443	17568492	50	*	chr5:17568442-17568492	0	-	Distal Intergenic	5	17574281	17730268	155988	1	ENSMUST00000030568.13	-5789	Sema3c	protein_coding
ENSMUSG00000028780.13	chr5	17625514	17625538	25	*	chr5:17625513-17625538	0	+	Intron (ENSMUST00000030568.13/ENSMUSG00000028780.13, intron 2 of 17)	5	17574281	17730268	155988	1	ENSMUST00000030568.13	51233	Sema3c	protein_coding
ENSMUSG00000028780.13	chr5	17625765	17625837	73	*	chr5:17625764-17625837	0	+	Intron (ENSMUST00000030568.13/ENSMUSG00000028780.13, intron 2 of 17)	5	17574281	17730268	155988	1	ENSMUST00000030568.13	51484	Sema3c	protein_coding
ENSMUSG00000028780.13	chr5	17640656	17640676	21	*	chr5:17640655-17640676	0	-	Intron (ENSMUST00000030568.13/ENSMUSG00000028780.13, intron 2 of 17)	5	17574281	17730268	155988	1	ENSMUST00000030568.13	66375	Sema3c	protein_coding
ENSMUSG00000028777.8	chr5	17933075	17933102	28	*	chr5:17933074-17933102	0	-	Distal Intergenic	5	17962549	18019834	57286	1	ENSMUST00000030561.8	-29447	Gnat3	protein_coding
ENSMUSG00000104540.1	chr5	18350114	18350130	17	*	chr5:18350113-18350130	0	+	Promoter (<=1kb)	5	18350348	18350807	460	1	ENSMUST00000198905.1	-218	Gm3527	processed_pseudogene
ENSMUSG00000057614.6	chr5	18360015	18360037	23	*	chr5:18360014-18360037	0	-	Promoter (<=1kb)	5	18265135	18360355	95221	2	ENSMUST00000074694.6	318	Gnai1	protein_coding
ENSMUSG00000057614.6	chr5	18360471	18360489	19	*	chr5:18360470-18360489	0	-	Promoter (<=1kb)	5	18265135	18360355	95221	2	ENSMUST00000074694.6	-116	Gnai1	protein_coding
ENSMUSG00000106433.1	chr5	19202818	19202854	37	*	chr5:19202817-19202854	0	+	Promoter (<=1kb)	5	19203672	19203912	241	1	ENSMUST00000196885.1	-818	Gm32102	processed_pseudogene
ENSMUSG00000097626.5	chr5	19226540	19226568	29	*	chr5:19226539-19226568	0	-	Promoter (<=1kb)	5	19202368	19226555	24188	2	ENSMUST00000180594.5	0	4921504A21Rik	antisense
ENSMUSG00000097626.5	chr5	19226705	19226733	29	*	chr5:19226704-19226733	0	-	Promoter (<=1kb)	5	19202368	19226555	24188	2	ENSMUST00000180594.5	-150	4921504A21Rik	antisense
ENSMUSG00000040003.18	chr5	19226900	19226940	41	*	chr5:19226899-19226940	0	-	Promoter (<=1kb)	5	19227036	20702919	1475884	1	ENSMUST00000197354.4	-96	Magi2	protein_coding
ENSMUSG00000040003.18	chr5	19227233	19227258	26	*	chr5:19227232-19227258	0	-	Promoter (<=1kb)	5	19227055	20704773	1477719	1	ENSMUST00000197443.4	178	Magi2	protein_coding
ENSMUSG00000040003.18	chr5	19771886	19771911	26	*	chr5:19771885-19771911	0	-	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 2 of 21)	5	19907518	20704792	797275	1	ENSMUST00000101558.9	-135607	Magi2	protein_coding
ENSMUSG00000088668.1	chr5	19670589	19670618	30	*	chr5:19670588-19670618	0	-	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 1 of 21)	5	19515405	19515507	103	2	ENSMUST00000158043.1	-155082	Gm25335	snRNA
ENSMUSG00000088668.1	chr5	19670675	19670700	26	*	chr5:19670674-19670700	0	-	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 1 of 21)	5	19515405	19515507	103	2	ENSMUST00000158043.1	-155168	Gm25335	snRNA
ENSMUSG00000077171.1	chr5	20129676	20129727	52	*	chr5:20129675-20129727	0	+	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 3 of 21)	5	20114320	20114447	128	2	ENSMUST00000103983.1	-15229	Gm25761	snoRNA
ENSMUSG00000106559.1	chr5	20261796	20261880	85	*	chr5:20261795-20261880	0	+	Promoter (<=1kb)	5	20260623	20260962	340	2	ENSMUST00000199466.1	-834	Gm43680	processed_pseudogene
ENSMUSG00000106240.1	chr5	20435059	20435102	44	*	chr5:20435058-20435102	0	-	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 9 of 21)	5	20588596	20588900	305	1	ENSMUST00000196129.1	-153494	Gm3544	processed_pseudogene
ENSMUSG00000106240.1	chr5	20593033	20593055	23	*	chr5:20593032-20593055	0	+	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 16 of 21)	5	20588596	20588900	305	1	ENSMUST00000196129.1	4437	Gm3544	processed_pseudogene
ENSMUSG00000106240.1	chr5	20602437	20602467	31	*	chr5:20602436-20602467	0	-	Exon (ENSMUST00000197354.4/ENSMUSG00000040003.18, exon 18 of 22)	5	20588596	20588900	305	1	ENSMUST00000196129.1	13841	Gm3544	processed_pseudogene
ENSMUSG00000106240.1	chr5	20602557	20602579	23	*	chr5:20602556-20602579	0	+	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 18 of 21)	5	20588596	20588900	305	1	ENSMUST00000196129.1	13961	Gm3544	processed_pseudogene
ENSMUSG00000106240.1	chr5	20618527	20618553	27	*	chr5:20618526-20618553	0	-	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 20 of 21)	5	20588596	20588900	305	1	ENSMUST00000196129.1	29931	Gm3544	processed_pseudogene
ENSMUSG00000105036.1	chr5	20732369	20732390	22	*	chr5:20732368-20732390	0	-	Distal Intergenic	5	20728394	20728892	499	1	ENSMUST00000200372.1	3975	1110060G06Rik	TEC
ENSMUSG00000105036.1	chr5	20732411	20732425	15	*	chr5:20732410-20732425	0	-	Distal Intergenic	5	20728394	20728892	499	1	ENSMUST00000200372.1	4017	1110060G06Rik	TEC
ENSMUSG00000082716.1	chr5	20768188	20768211	24	*	chr5:20768187-20768211	0	+	Intron (ENSMUST00000118174.7/ENSMUSG00000039987.15, intron 14 of 17)	5	20806090	20806464	375	1	ENSMUST00000118086.1	-37879	Rpl31-ps5	processed_pseudogene
ENSMUSG00000039987.15	chr5	20874768	20874815	48	*	chr5:20874767-20874815	0	+	Intron (ENSMUST00000118174.7/ENSMUSG00000039987.15, intron 1 of 17)	5	20758663	20882124	123462	2	ENSMUST00000118174.7	7309	Phtf2	protein_coding
ENSMUSG00000028771.13	chr5	21055409	21055440	32	*	chr5:21055408-21055440	0	+	Promoter (<=1kb)	5	20986645	21055911	69267	2	ENSMUST00000030556.7	471	Ptpn12	protein_coding
ENSMUSG00000064280.14	chr5	21404002	21404027	26	*	chr5:21404001-21404027	0	-	Intron (ENSMUST00000115245.7/ENSMUSG00000064280.14, intron 1 of 18)	5	21292961	21424677	131717	2	ENSMUST00000115245.7	20650	Ccdc146	protein_coding
ENSMUSG00000064280.14	chr5	21404043	21404063	21	*	chr5:21404042-21404063	0	-	Intron (ENSMUST00000115245.7/ENSMUSG00000064280.14, intron 1 of 18)	5	21292961	21424677	131717	2	ENSMUST00000115245.7	20614	Ccdc146	protein_coding
ENSMUSG00000029017.13	chr5	21722509	21722528	20	*	chr5:21722508-21722528	0	-	Distal Intergenic	5	21737141	21757152	20012	1	ENSMUST00000030882.11	-14613	Pmpcb	protein_coding
ENSMUSG00000029015.9	chr5	21865493	21865519	27	*	chr5:21865492-21865519	0	-	Promoter (<=1kb)	5	21810655	21865604	54950	2	ENSMUST00000030878.7	85	Slc26a5	protein_coding
ENSMUSG00000105766.1	chr5	22114286	22114336	51	*	chr5:22114285-22114336	0	-	Intron (ENSMUST00000161356.7/ENSMUSG00000042453.14, intron 8 of 64)	5	21956094	21957986	1893	2	ENSMUST00000198176.1	-156300	Gm19666	TEC
ENSMUSG00000042453.14	chr5	22344778	22344816	39	*	chr5:22344777-22344816	0	-	Promoter (<=1kb)	5	21884454	22344702	460249	2	ENSMUST00000161356.7	-76	Reln	protein_coding
ENSMUSG00000042453.14	chr5	22344864	22344886	23	*	chr5:22344863-22344886	0	-	Promoter (<=1kb)	5	21884454	22344702	460249	2	ENSMUST00000161356.7	-162	Reln	protein_coding
ENSMUSG00000042453.14	chr5	22345053	22345088	36	*	chr5:22345052-22345088	0	-	Promoter (<=1kb)	5	21884454	22344702	460249	2	ENSMUST00000161356.7	-351	Reln	protein_coding
ENSMUSG00000092704.1	chr5	22645673	22645745	73	*	chr5:22645672-22645745	0	-	Promoter (<=1kb)	5	22645119	22645183	65	2	ENSMUST00000174963.1	-490	Gm24512	snRNA
ENSMUSG00000106379.1	chr5	22745956	22745986	31	*	chr5:22745955-22745986	0	+	Promoter (<=1kb)	5	22746059	23275597	529539	1	ENSMUST00000197992.1	-73	Lhfpl3	protein_coding
ENSMUSG00000105543.1	chr5	22844210	22844246	37	*	chr5:22844209-22844246	0	-	Intron (ENSMUST00000197992.1/ENSMUSG00000106379.1, intron 1 of 3)	5	22863812	22868545	4734	2	ENSMUST00000199544.1	24299	Gm43169	TEC
ENSMUSG00000060879.3	chr5	23010960	23010986	27	*	chr5:23010959-23010986	0	-	Intron (ENSMUST00000197992.1/ENSMUSG00000106379.1, intron 1 of 3)	5	22931395	22932013	619	2	ENSMUST00000075377.3	-78947	Gm6564	processed_pseudogene
ENSMUSG00000105254.1	chr5	23343136	23343170	35	*	chr5:23343135-23343170	0	+	Intron (ENSMUST00000199688.1/ENSMUSG00000105254.1, intron 2 of 2)	5	23330370	23347274	16905	2	ENSMUST00000199688.1	4104	Gm42951	lincRNA
ENSMUSG00000105565.1	chr5	23675455	23675487	33	*	chr5:23675454-23675487	0	+	Promoter (<=1kb)	5	23674739	23675546	808	2	ENSMUST00000196851.1	59	Gm43566	sense_intronic
ENSMUSG00000105565.1	chr5	23675558	23675579	22	*	chr5:23675557-23675579	0	-	Promoter (<=1kb)	5	23674739	23675546	808	2	ENSMUST00000196851.1	-12	Gm43566	sense_intronic
ENSMUSG00000105565.1	chr5	23675608	23675633	26	*	chr5:23675607-23675633	0	-	Promoter (<=1kb)	5	23674739	23675546	808	2	ENSMUST00000196851.1	-62	Gm43566	sense_intronic
ENSMUSG00000097180.5	chr5	23848609	23848632	24	*	chr5:23848608-23848632	0	+	Promoter (1-2kb)	5	23850597	23855038	4442	1	ENSMUST00000181574.5	-1965	2700038G22Rik	lincRNA
ENSMUSG00000105713.1	chr5	24242941	24242963	23	*	chr5:24242940-24242963	0	-	Promoter (2-3kb)	5	24240512	24241901	1390	1	ENSMUST00000200623.1	2429	Gm43827	processed_pseudogene
ENSMUSG00000105713.1	chr5	24243067	24243097	31	*	chr5:24243066-24243097	0	-	Promoter (2-3kb)	5	24240512	24241901	1390	1	ENSMUST00000200623.1	2555	Gm43827	processed_pseudogene
ENSMUSG00000038319.14	chr5	24321603	24321627	25	*	chr5:24321602-24321627	0	-	Intron (ENSMUST00000115098.6/ENSMUSG00000038319.14, intron 9 of 10)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	7964	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24321862	24321903	42	*	chr5:24321861-24321903	0	-	Intron (ENSMUST00000115098.6/ENSMUSG00000038319.14, intron 8 of 10)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	7688	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24321917	24321937	21	*	chr5:24321916-24321937	0	-	Intron (ENSMUST00000115098.6/ENSMUSG00000038319.14, intron 8 of 10)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	7654	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24322123	24322149	27	*	chr5:24322122-24322149	0	-	Exon (ENSMUST00000115098.6/ENSMUSG00000038319.14, exon 8 of 11)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	7442	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24322254	24322279	26	*	chr5:24322253-24322279	0	+	Intron (ENSMUST00000115098.6/ENSMUSG00000038319.14, intron 7 of 10)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	7312	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24322595	24322618	24	*	chr5:24322594-24322618	0	-	Intron (ENSMUST00000115098.6/ENSMUSG00000038319.14, intron 7 of 10)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	6973	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24325153	24325177	25	*	chr5:24325152-24325177	0	+	Exon (ENSMUST00000115098.6/ENSMUSG00000038319.14, exon 4 of 11)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	4414	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24325197	24325218	22	*	chr5:24325196-24325218	0	-	Intron (ENSMUST00000115098.6/ENSMUSG00000038319.14, intron 3 of 10)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	4373	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24325377	24325398	22	*	chr5:24325376-24325398	0	+	Intron (ENSMUST00000115098.6/ENSMUSG00000038319.14, intron 3 of 10)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	4193	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24329427	24329449	23	*	chr5:24329426-24329449	0	+	Promoter (<=1kb)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	142	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24329647	24329684	38	*	chr5:24329646-24329684	0	-	Promoter (<=1kb)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	-56	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24329744	24329773	30	*	chr5:24329743-24329773	0	-	Promoter (<=1kb)	5	24319589	24329591	10003	2	ENSMUST00000115098.6	-153	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24348546	24348560	15	*	chr5:24348545-24348560	0	+	Intron (ENSMUST00000036092.9/ENSMUSG00000038319.14, intron 1 of 14)	5	24319589	24351604	32016	2	ENSMUST00000036092.9	3044	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24351161	24351201	41	*	chr5:24351160-24351201	0	-	Promoter (<=1kb)	5	24319589	24351604	32016	2	ENSMUST00000036092.9	403	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24351295	24351310	16	*	chr5:24351294-24351310	0	+	Promoter (<=1kb)	5	24319589	24351604	32016	2	ENSMUST00000036092.9	294	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24351311	24351339	29	*	chr5:24351310-24351339	0	-	Promoter (<=1kb)	5	24319589	24351604	32016	2	ENSMUST00000036092.9	265	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24351770	24351799	30	*	chr5:24351769-24351799	0	-	Promoter (<=1kb)	5	24319589	24351604	32016	2	ENSMUST00000036092.9	-166	Kcnh2	protein_coding
ENSMUSG00000038319.14	chr5	24352456	24352487	32	*	chr5:24352455-24352487	0	-	Promoter (<=1kb)	5	24319589	24351604	32016	2	ENSMUST00000036092.9	-852	Kcnh2	protein_coding
ENSMUSG00000038295.14	chr5	24391517	24391541	25	*	chr5:24391516-24391541	0	+	Promoter (<=1kb)	5	24384181	24392143	7963	2	ENSMUST00000059401.6	602	Atg9b	protein_coding
ENSMUSG00000028962.14	chr5	24428692	24428712	21	*	chr5:24428691-24428712	0	+	Promoter (<=1kb)	5	24428423	24440947	12525	1	ENSMUST00000115047.2	269	Slc4a2	protein_coding
ENSMUSG00000028962.14	chr5	24428831	24428861	31	*	chr5:24428830-24428861	0	+	Promoter (<=1kb)	5	24428423	24440947	12525	1	ENSMUST00000115047.2	408	Slc4a2	protein_coding
ENSMUSG00000067724.5	chr5	24526770	24526797	28	*	chr5:24526769-24526797	0	+	Promoter (<=1kb)	5	24502757	24527202	24446	2	ENSMUST00000088311.5	405	Gbx1	protein_coding
ENSMUSG00000067724.5	chr5	24526866	24526889	24	*	chr5:24526865-24526889	0	-	Promoter (<=1kb)	5	24502757	24527202	24446	2	ENSMUST00000088311.5	313	Gbx1	protein_coding
ENSMUSG00000067724.5	chr5	24526905	24526942	38	*	chr5:24526904-24526942	0	-	Promoter (<=1kb)	5	24502757	24527202	24446	2	ENSMUST00000088311.5	260	Gbx1	protein_coding
ENSMUSG00000038204.13	chr5	24539990	24540024	35	*	chr5:24539989-24540024	0	-	Promoter (<=1kb)	5	24532697	24540457	7761	2	ENSMUST00000048302.12	433	Asb10	protein_coding
ENSMUSG00000038204.13	chr5	24540634	24540658	25	*	chr5:24540633-24540658	0	-	Promoter (<=1kb)	5	24533651	24540592	6942	2	ENSMUST00000119657.1	-42	Asb10	protein_coding
ENSMUSG00000038199.12	chr5	24550891	24550915	25	*	chr5:24550890-24550915	0	-	Intron (ENSMUST00000088302.9/ENSMUSG00000038199.12, intron 5 of 18)	5	24543432	24555410	11979	2	ENSMUST00000088302.9	4495	Iqca1l	protein_coding
ENSMUSG00000038199.12	chr5	24551050	24551072	23	*	chr5:24551049-24551072	0	-	Intron (ENSMUST00000088302.9/ENSMUSG00000038199.12, intron 5 of 18)	5	24543432	24555410	11979	2	ENSMUST00000088302.9	4338	Iqca1l	protein_coding
ENSMUSG00000038199.12	chr5	24551085	24551110	26	*	chr5:24551084-24551110	0	-	Intron (ENSMUST00000088302.9/ENSMUSG00000038199.12, intron 5 of 18)	5	24543432	24555410	11979	2	ENSMUST00000088302.9	4300	Iqca1l	protein_coding
ENSMUSG00000028949.13	chr5	24601519	24601540	22	*	chr5:24601518-24601540	0	-	Promoter (<=1kb)	5	24592622	24602012	9391	2	ENSMUST00000030791.11	472	Smarcd3	protein_coding
ENSMUSG00000028949.13	chr5	24602547	24602575	29	*	chr5:24602546-24602575	0	+	Promoter (<=1kb)	5	24592622	24602012	9391	2	ENSMUST00000030791.11	-535	Smarcd3	protein_coding
ENSMUSG00000028949.13	chr5	24602916	24602934	19	*	chr5:24602915-24602934	0	+	Promoter (<=1kb)	5	24592622	24602012	9391	2	ENSMUST00000030791.11	-904	Smarcd3	protein_coding
ENSMUSG00000028949.13	chr5	24604903	24604925	23	*	chr5:24604902-24604925	0	-	Promoter (2-3kb)	5	24592622	24602012	9391	2	ENSMUST00000030791.11	-2891	Smarcd3	protein_coding
ENSMUSG00000028949.13	chr5	24605155	24605181	27	*	chr5:24605154-24605181	0	+	Intron (ENSMUST00000195943.1/ENSMUSG00000028949.13, intron 2 of 13)	5	24592622	24602012	9391	2	ENSMUST00000030791.11	-3143	Smarcd3	protein_coding
ENSMUSG00000055235.11	chr5	24731089	24731116	28	*	chr5:24731088-24731116	0	-	Promoter (<=1kb)	5	24711738	24730727	18990	2	ENSMUST00000068693.11	-362	Wdr86	protein_coding
ENSMUSG00000055235.11	chr5	24731167	24731185	19	*	chr5:24731166-24731185	0	-	Promoter (<=1kb)	5	24711738	24730727	18990	2	ENSMUST00000068693.11	-440	Wdr86	protein_coding
ENSMUSG00000038135.4	chr5	24757974	24757994	21	*	chr5:24757973-24757994	0	-	Promoter (<=1kb)	5	24751003	24758008	7006	2	ENSMUST00000047119.4	14	Crygn	protein_coding
ENSMUSG00000038135.4	chr5	24775200	24775231	32	*	chr5:24775199-24775231	0	+	Distal Intergenic	5	24751003	24758008	7006	2	ENSMUST00000047119.4	-17192	Crygn	protein_coding
ENSMUSG00000089475.1	chr5	24794708	24794767	60	*	chr5:24794707-24794767	0	+	Distal Intergenic	5	24820593	24820837	245	2	ENSMUST00000158850.1	26070	Gm25363	misc_RNA
ENSMUSG00000028944.14	chr5	25058469	25058499	31	*	chr5:25058468-25058499	0	+	Intron (ENSMUST00000030784.13/ENSMUSG00000028944.14, intron 1 of 15)	5	24862744	25100642	237899	2	ENSMUST00000030784.13	42143	Prkag2	protein_coding
ENSMUSG00000028944.14	chr5	25099698	25099725	28	*	chr5:25099697-25099725	0	-	Promoter (<=1kb)	5	24862744	25100642	237899	2	ENSMUST00000030784.13	917	Prkag2	protein_coding
ENSMUSG00000028944.14	chr5	25099889	25099916	28	*	chr5:25099888-25099916	0	-	Promoter (<=1kb)	5	24862744	25100642	237899	2	ENSMUST00000030784.13	726	Prkag2	protein_coding
ENSMUSG00000106144.1	chr5	25626958	25627010	53	*	chr5:25626957-25627010	0	+	Distal Intergenic	5	25659809	25661275	1467	1	ENSMUST00000181398.2	-32799	Gm43972	lincRNA
ENSMUSG00000106144.1	chr5	25627165	25627203	39	*	chr5:25627164-25627203	0	+	Distal Intergenic	5	25659809	25661275	1467	1	ENSMUST00000181398.2	-32606	Gm43972	lincRNA
ENSMUSG00000056367.14	chr5	25831104	25831120	17	*	chr5:25831103-25831120	0	-	Intron (ENSMUST00000128727.7/ENSMUSG00000056367.14, intron 6 of 10)	5	25760026	25850342	90317	1	ENSMUST00000088244.5	71078	Actr3b	protein_coding
ENSMUSG00000056367.14	chr5	25831130	25831158	29	*	chr5:25831129-25831158	0	-	Intron (ENSMUST00000128727.7/ENSMUSG00000056367.14, intron 6 of 10)	5	25760026	25850342	90317	1	ENSMUST00000088244.5	71104	Actr3b	protein_coding
ENSMUSG00000105052.4	chr5	25854626	25854645	20	*	chr5:25854625-25854645	0	-	Distal Intergenic	5	25919632	25926290	6659	2	ENSMUST00000199295.4	71645	Gm21655	processed_transcript
ENSMUSG00000090671.1	chr5	26009797	26009839	43	*	chr5:26009796-26009839	0	+	Promoter (2-3kb)	5	26007027	26008035	1009	1	ENSMUST00000170449.1	2770	Gm5067	processed_pseudogene
ENSMUSG00000090671.1	chr5	26011758	26011809	52	*	chr5:26011757-26011809	0	-	Distal Intergenic	5	26007027	26008035	1009	1	ENSMUST00000170449.1	4731	Gm5067	processed_pseudogene
ENSMUSG00000067700.5	chr5	26028937	26028966	30	*	chr5:26028936-26028966	0	+	Distal Intergenic	5	26017278	26022916	5639	2	ENSMUST00000072286.6	-6021	Gm5862	protein_coding
ENSMUSG00000073116.4	chr5	26092148	26092200	53	*	chr5:26092147-26092200	0	+	Promoter (2-3kb)	5	26082574	26089291	6718	2	ENSMUST00000094946.4	-2857	Gm10471	protein_coding
ENSMUSG00000105786.1	chr5	26424202	26424236	35	*	chr5:26424201-26424236	0	-	Distal Intergenic	5	26355418	26357230	1813	1	ENSMUST00000197623.1	68784	Gm18957	processed_pseudogene
ENSMUSG00000105491.1	chr5	26555823	26555850	28	*	chr5:26555822-26555850	0	-	Distal Intergenic	5	26599438	26599549	112	1	ENSMUST00000200355.1	-43588	Gm42844	processed_pseudogene
ENSMUSG00000105491.1	chr5	26654602	26654621	20	*	chr5:26654601-26654621	0	-	Distal Intergenic	5	26599438	26599549	112	1	ENSMUST00000200355.1	55164	Gm42844	processed_pseudogene
ENSMUSG00000061576.15	chr5	26814052	26814070	19	*	chr5:26814051-26814070	0	+	Distal Intergenic	5	26817357	27726460	909104	1	ENSMUST00000071500.12	-3287	Dpp6	protein_coding
ENSMUSG00000061576.15	chr5	27044083	27044101	19	*	chr5:27044082-27044101	0	+	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 1 of 25)	5	27049199	27727501	678303	1	ENSMUST00000122171.7	-5098	Dpp6	protein_coding
ENSMUSG00000061576.15	chr5	27044110	27044135	26	*	chr5:27044109-27044135	0	+	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 1 of 25)	5	27049199	27727501	678303	1	ENSMUST00000122171.7	-5064	Dpp6	protein_coding
ENSMUSG00000061576.15	chr5	27262148	27262174	27	*	chr5:27262147-27262174	0	-	Promoter (<=1kb)	5	27261975	27727500	465526	1	ENSMUST00000101471.3	173	Dpp6	protein_coding
ENSMUSG00000081970.1	chr5	26968078	26968102	25	*	chr5:26968077-26968102	0	+	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 1 of 25)	5	27005940	27007621	1682	2	ENSMUST00000120811.1	39519	Gm16057	processed_pseudogene
ENSMUSG00000105946.1	chr5	27134057	27134080	24	*	chr5:27134056-27134080	0	-	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 1 of 25)	5	27195955	27198868	2914	1	ENSMUST00000199729.1	-61875	Gm43776	TEC
ENSMUSG00000105946.1	chr5	27134095	27134113	19	*	chr5:27134094-27134113	0	-	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 1 of 25)	5	27195955	27198868	2914	1	ENSMUST00000199729.1	-61842	Gm43776	TEC
ENSMUSG00000048703.9	chr5	27433999	27434035	37	*	chr5:27433998-27434035	0	-	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 3 of 25)	5	27495639	27501438	5800	2	ENSMUST00000053257.9	67403	Speer4b	protein_coding
ENSMUSG00000086505.1	chr5	27648784	27648808	25	*	chr5:27648783-27648808	0	+	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 10 of 25)	5	27552551	27553875	1325	2	ENSMUST00000124392.1	-94909	Gm16058	antisense
ENSMUSG00000086505.1	chr5	27648912	27648936	25	*	chr5:27648911-27648936	0	+	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 10 of 25)	5	27552551	27553875	1325	2	ENSMUST00000124392.1	-95037	Gm16058	antisense
ENSMUSG00000086505.1	chr5	27648970	27649001	32	*	chr5:27648969-27649001	0	+	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 10 of 25)	5	27552551	27553875	1325	2	ENSMUST00000124392.1	-95095	Gm16058	antisense
ENSMUSG00000097673.1	chr5	28049913	28049929	17	*	chr5:28049912-28049929	0	+	Intron (ENSMUST00000180740.1/ENSMUSG00000097673.1, intron 2 of 2)	5	28053951	28055459	1509	2	ENSMUST00000181503.1	5530	Gm26608	lincRNA
ENSMUSG00000039095.8	chr5	28165804	28165829	26	*	chr5:28165803-28165829	0	-	Promoter (<=1kb)	5	28165694	28172166	6473	1	ENSMUST00000036177.8	110	En2	protein_coding
ENSMUSG00000039095.8	chr5	28165845	28165876	32	*	chr5:28165844-28165876	0	+	Promoter (<=1kb)	5	28165694	28172166	6473	1	ENSMUST00000036177.8	151	En2	protein_coding
ENSMUSG00000106160.1	chr5	28170435	28170454	20	*	chr5:28170434-28170454	0	+	Promoter (1-2kb)	5	28168476	28168840	365	2	ENSMUST00000199117.1	-1595	Gm43610	TEC
ENSMUSG00000106160.1	chr5	28175136	28175167	32	*	chr5:28175135-28175167	0	-	Distal Intergenic	5	28168476	28168840	365	2	ENSMUST00000199117.1	-6296	Gm43610	TEC
ENSMUSG00000106160.1	chr5	28175355	28175374	20	*	chr5:28175354-28175374	0	+	Distal Intergenic	5	28168476	28168840	365	2	ENSMUST00000199117.1	-6515	Gm43610	TEC
ENSMUSG00000097726.7	chr5	28457817	28457846	30	*	chr5:28457816-28457846	0	-	Promoter (<=1kb)	5	28458274	28933995	475722	1	ENSMUST00000180878.7	-428	9530036O11Rik	antisense
ENSMUSG00000097726.7	chr5	28459185	28459213	29	*	chr5:28459184-28459213	0	-	Promoter (<=1kb)	5	28458274	28933995	475722	1	ENSMUST00000180878.7	911	9530036O11Rik	antisense
